recipe_id,recipe_name,recipe_slug,category,meal_type,image_url,generated_at
"cmifeo7dp00qikgebqsclao5d","Southwest Black Bean Salad","southwest-black-bean-salad","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo7dp00qikgebqsclao5d.jpg","2025-11-26T09:39:22.480Z"
"cmifeoot702r8kgebfp9htmmo","Spaghetti & Turkey Meatballs","spaghetti-turkey-meatballs","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoot702r8kgebfp9htmmo.jpg","2025-11-26T09:39:35.752Z"
"cmifeo22e006xkgebu6tnojwt","Spinach & Mushroom Frittata","spinach-mushroom-frittata","Eggs & Savory","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo22e006xkgebu6tnojwt.jpg","2025-11-26T09:39:47.617Z"
"cmifeojka0241kgebh7l50xxk","Spinach & Ricotta Stuffed Shells","spinach-ricotta-stuffed-shells","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeojka0241kgebh7l50xxk.jpg","2025-11-26T09:40:03.064Z"
"cmifeo7hs00r5kgeb7yvmah3x","Strawberry Spinach Salad","strawberry-spinach-salad","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo7hs00r5kgeb7yvmah3x.jpg","2025-11-26T09:40:15.998Z"
"cmifeosag035okgeb0hznyaln","String Cheese with Grapes","string-cheese-and-grapes","Quick Grab Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeosag035okgeb0hznyaln.jpg","2025-11-26T09:40:28.290Z"
"cmifeom8e02f7kgeb62k5gjxr","Stuffed Grape Leaves (Dolmas)","stuffed-grape-leaves","Mediterranean","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeom8e02f7kgeb62k5gjxr.jpg","2025-11-26T09:40:40.843Z"
"cmifeotkw03bbkgebatfsg3dm","Stuffed Mini Peppers","stuffed-mini-peppers","Savory Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeotkw03bbkgebatfsg3dm.jpg","2025-11-26T09:40:55.098Z"
"cmifeoif301z8kgeb0cq021z8","Stuffed Portobello Mushrooms","stuffed-portobello-mushrooms","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoif301z8kgeb0cq021z8.jpg","2025-11-26T09:41:08.887Z"
"cmifeoomh02q4kgeb5yrcnkcv","Stuffed Salmon with Crab & Spinach","stuffed-salmon-with-crab","Date Night","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoomh02q4kgeb5yrcnkcv.jpg","2025-11-26T09:41:22.954Z"
"cmifeo32r00abkgebf0gz3e0c","Sweet Potato & Kale Hash with Eggs","sweet-potato-kale-hash","Eggs & Savory","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo32r00abkgebf0gz3e0c.jpg","2025-11-26T09:41:36.648Z"
"cmifeo4xj00hvkgebp1v6ya2l","Sweet Potato Toast","sweet-potato-toast","Pancakes, Waffles & Toast","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo4xj00hvkgebp1v6ya2l.jpg","2025-11-26T09:41:47.367Z"
"cmifeolfa02aqkgeb39ovrvl5","Tandoori Chicken","tandoori-chicken","Indian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeolfa02aqkgeb39ovrvl5.jpg","2025-11-26T09:42:00.228Z"
"cmifeovmx03kpkgeb7kaor96d","Tart Cherry Recovery Smoothie","cherry-tart-smoothie","Beverages","BEVERAGE","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeovmx03kpkgeb7kaor96d.jpg","2025-11-26T09:42:11.541Z"
"cmifeoipp020akgebmkc4whza","Tempeh Buddha Bowl","tempeh-buddha-bowl","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoipp020akgebmkc4whza.jpg","2025-11-26T09:42:26.781Z"
"cmifeoq3002wlkgebrwmmoyny","Teriyaki Chicken Bowls","teriyaki-chicken-bowls","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoq3002wlkgebrwmmoyny.jpg","2025-11-26T09:42:37.831Z"
"cmifeobrw017mkgebkkbr5yeg","Teriyaki Salmon Bowl","teriyaki-salmon-bowl","Bowls","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeobrw017mkgebkkbr5yeg.jpg","2025-11-26T09:42:52.101Z"
"cmifeojuv0254kgebcfq2dpkr","Thai Basil Chicken (Pad Krapow Gai)","thai-basil-chicken","Asian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeojuv0254kgebcfq2dpkr.jpg","2025-11-26T09:43:05.828Z"
"cmifeofbk01ltkgebv7feh932","Thai Coconut Mussels","thai-coconut-mussels","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeofbk01ltkgebv7feh932.jpg","2025-11-26T09:43:21.170Z"
"cmifeokzl0295kgeb2zb57n6g","Thai Green Curry with Chicken","thai-green-curry-chicken","Asian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeokzl0295kgeb2zb57n6g.jpg","2025-11-26T09:43:32.789Z"
"cmifeo7ue00s7kgeb9o33bgh0","Thai Peanut Crunch Salad","thai-peanut-crunch-salad","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo7ue00s7kgeb9o33bgh0.jpg","2025-11-26T09:43:48.587Z"
"cmifeo5t500l2kgebn5tz50j5","Trail Mix Breakfast Jar","trail-mix-breakfast-jar","Quick & Simple","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo5t500l2kgebn5tz50j5.jpg","2025-11-26T09:44:03.281Z"
"cmifeo3ox00cjkgeb7siqedmr","Tropical Anti-Inflammatory Smoothie","tropical-anti-inflammatory-smoothie","Smoothies & Bowls","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo3ox00cjkgeb7siqedmr.jpg","2025-11-26T09:44:19.763Z"
"cmifeoftq01nqkgebk4fcecb7","Trout Almondine","trout-almondine","Seafood","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoftq01nqkgebk4fcecb7.jpg","2025-11-26T09:44:31.651Z"
"cmifeo77c00pvkgeb05jvw4tm","Tuna & White Bean Salad","tuna-white-bean-salad","Salads","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo77c00pvkgeb05jvw4tm.jpg","2025-11-26T09:44:45.910Z"
"cmifeoas3013kkgebqf6u6xkw","Tuna Melt (Open-Faced)","tuna-melt","Sandwiches & Wraps","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoas3013kkgebqf6u6xkw.jpg","2025-11-26T09:44:57.479Z"
"cmifeotnb03bqkgeb1okqafjy","Tuna Salad Lettuce Cups","tuna-salad-lettuce-cups","Savory Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeotnb03bqkgeb1okqafjy.jpg","2025-11-26T09:45:09.066Z"
"cmifeorv3033vkgebwzt6d7di","Turkey & Cheese Roll-Ups","turkey-roll-ups","Quick Grab Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeorv3033vkgebwzt6d7di.jpg","2025-11-26T09:45:20.522Z"
"cmifeocqa01b9kgebk38m3fhc","Turkey Meatball Subs","turkey-meatball-subs","Family Favorites","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeocqa01b9kgebk38m3fhc.jpg","2025-11-26T09:45:32.586Z"
"cmifeoh9z01u8kgebe3ruip5e","Turkey Meatloaf with Oat Flour","turkey-meatloaf","Poultry","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoh9z01u8kgebe3ruip5e.jpg","2025-11-26T09:45:48.230Z"
"cmifeopse02vhkgebufymdw71","Turkey Sloppy Joes","turkey-sloppy-joes","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeopse02vhkgebufymdw71.jpg","2025-11-26T09:46:00.725Z"
"cmifeogjr01r3kgebcqdnjrhb","Turkey Stuffed Bell Peppers","turkey-stuffed-bell-peppers","Poultry","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeogjr01r3kgebcqdnjrhb.jpg","2025-11-26T09:46:13.330Z"
"cmifeogg201qakgebppt1wm6g","Turkey Taco Lettuce Wraps","turkey-taco-lettuce-wraps","Poultry","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeogg201qakgebppt1wm6g.jpg","2025-11-26T09:46:26.005Z"
"cmifeon6k02jmkgebjd6fbauj","Turkish Red Lentil Soup (Mercimek)","turkish-lentil-soup","Middle Eastern","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeon6k02jmkgebjd6fbauj.jpg","2025-11-26T09:46:38.607Z"
"cmifeosnj036zkgebxcqy3om4","Turmeric Ginger Energy Bites","turmeric-ginger-energy-bites","Energy Bites","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeosnj036zkgebxcqy3om4.jpg","2025-11-26T09:46:50.767Z"
"cmifeoxg803sykgeblclfcsk9","Turmeric Golden Hummus","turmeric-hummus","Anti-Inflammatory Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoxg803sykgeblclfcsk9.jpg","2025-11-26T09:47:04.627Z"
"cmifeo86t00tfkgebip3ecom1","Tuscan White Bean & Kale Soup","tuscan-white-bean-kale-soup","Soups","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo86t00tfkgebip3ecom1.jpg","2025-11-26T09:47:16.142Z"
"cmifeot1k038tkgebupsryph5","Tuscan White Bean Dip","white-bean-dip","Savory Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeot1k038tkgebupsryph5.jpg","2025-11-26T09:47:27.031Z"
"cmifeot85039skgebq7ukf2u6","Tzatziki with Whole Wheat Pita","tzatziki-with-pita","Savory Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeot85039skgebq7ukf2u6.jpg","2025-11-26T09:47:39.148Z"
"cmifeoj5q021vkgeb6b7l3531","Vegetable Pad Thai with Tofu","vegetable-pad-thai","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoj5q021vkgeb6b7l3531.jpg","2025-11-26T09:47:50.738Z"
"cmifeod6a01d0kgeb13i6vkmi","Veggie Fried Rice","veggie-fried-rice","Family Favorites","LUNCH","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeod6a01d0kgeb13i6vkmi.jpg","2025-11-26T09:48:02.445Z"
"cmifeokc3026ykgebaburqrdm","Vietnamese Beef Pho","vietnamese-pho","Asian Cuisine","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeokc3026ykgebaburqrdm.jpg","2025-11-26T09:48:14.066Z"
"cmifeoxm903twkgeb5k0nxz4c","Walnut Cherry Bites","walnut-cherry-bites","Anti-Inflammatory Snacks","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoxm903twkgeb5k0nxz4c.jpg","2025-11-26T09:48:25.231Z"
"cmifeowwl03q9kgeb70dvhjg1","Watermelon Feta Bites","watermelon-feta-bites","Snacks to Share","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeowwl03q9kgeb70dvhjg1.jpg","2025-11-26T09:48:37.942Z"
"cmifeojgh023kkgeb5u3y2aom","White Bean & Kale Skillet","white-bean-kale-skillet","Vegetarian & Plant-Based","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeojgh023kkgeb5u3y2aom.jpg","2025-11-26T09:48:49.005Z"
"cmifeo5j500k9kgeb88shsjwj","Whole Grain Cereal with Berries","high-fiber-cereal-berries","Quick & Simple","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo5j500k9kgeb88shsjwj.jpg","2025-11-26T09:49:00.239Z"
"cmifeo51400idkgebane13wzc","Whole Grain Waffles with Berry Compote","whole-grain-waffles-berry-compote","Pancakes, Waffles & Toast","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo51400idkgebane13wzc.jpg","2025-11-26T09:49:11.730Z"
"cmifeowls03opkgeb5wira5pk","Whole Wheat Pretzel Bites","whole-wheat-pretzel-bites","Snacks to Share","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeowls03opkgeb5wira5pk.jpg","2025-11-26T09:49:24.700Z"
"cmifeou5l03dpkgebub025zti","Yogurt Bark","yogurt-bark","Sweet Treats","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeou5l03dpkgebub025zti.jpg","2025-11-26T09:49:36.470Z"
"cmifeo2wp009nkgeby6sqahth","Zucchini Egg Muffins","zucchini-egg-muffins","Eggs & Savory","BREAKFAST","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeo2wp009nkgeby6sqahth.jpg","2025-11-26T09:49:49.306Z"
"cmifeoqde02y2kgeb8tqwqxc6","Zucchini Lasagna","zucchini-lasagna","Family Favorites","DINNER","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeoqde02y2kgeb8tqwqxc6.jpg","2025-11-26T09:50:01.837Z"
"cmifeowpa03p9kgebirorutjq","Zucchini Pizza Bites","zucchini-pizza-bites","Snacks to Share","SNACK","https://eje1nkkrfriueajy.public.blob.vercel-storage.com/recipes/cmifeowpa03p9kgebirorutjq.jpg","2025-11-26T09:50:15.509Z"
